job,status,purchase_order_container#,pieces,contained_item,purchase_order_harvest_date,departure_date,arrival_date,description,model,item_definition_categories,part_number,purchase_order_pallets,unitary_value,length_in,height_in,width_in,weight_lb,volume_ft³,piece_weight_lb,piece_volume_ft³
4565,On Hand,NaN,45,Yes,NaN,01/09/2025,01/13/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007MXCOL,Chep,27.46,15.75,9.06,24.02,"1,799.63",95.35,39.99,2.12
4544,On Hand,MNBU0250940,960,Yes,NaN,12/24/2024,01/06/2025,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001PEAPP,Chep,20.12,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4551,On Hand,MMAU1093213,900,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic Banana,NaN,007ECLAT,Walk Global/Escobar,20.05,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4549,On Hand,MNBU0224920,900,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECHCM,Walk Global/Escobar,20.24,15.75,9.06,24.02,0.00,"1,908.00",0.0,2.12
4556,On Hand,MNBU4284151,960,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001ECELG,Tipo CHEP,20.05,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4555,On Hand,MNBU3701477,960,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001ECELG,Tipo CHEP,20.05,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4548,On Hand,MMAU1075056,900,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,20.14,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4547,On Hand,MNBU3477325,900,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,20.16,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4546,On Hand,MNBU0601134,900,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,20.16,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4535,On Hand,MNBU3180189,900,Yes,NaN,12/21/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECPRI,Walk Global/Escobar,20.05,15.75,9.06,24.02,"35,991.00","1,908.00",39.99,2.12
4523,On Hand,IKSU5200800,960,Yes,NaN,12/21/2024,01/01/2025,Banano Cavendish Organico Fairtrade con banda,Organic banana,NaN,001ECMAR,Walk Global/Escobar,19.77,0.0,0.0,0.0,"38,390.40",0.00,39.99,0.0
4534,On Hand,OTPU6050205,900,Yes,NaN,12/21/2024,01/01/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECMAR,Walk Global/Escobar,19.98,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4515,On Hand,MWCU6836708,960,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001PEAPP,Chep,19.95,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4525,On Hand,MNBU3352117,900,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECHCM,Walk Global/Escobar,20.06,15.75,9.06,24.02,0.00,"1,908.00",0.0,2.12
4529,On Hand,MCAU5009849,960,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Convencional Fairtrade con etiqueta,Convencional banana,Conventional,004ECELG,Tipo CHEP,15.37,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4520,On Hand,MNBU3731342,768,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001ECELG,Tipo CHEP,19.88,15.75,9.06,24.02,"30,713.74","1,627.30",39.99,2.12
4520,On Hand,MNBU3731342,192,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Convencional Fairtrade con etiqueta,Convencional banana,Conventional,004ECELG,Tipo CHEP,15.37,15.75,9.06,24.02,"7,678.44",406.82,39.99,2.12
4522,On Hand,MNBU4484519,960,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001ECELG,Tipo CHEP,19.88,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4524,On Hand,MNBU3829703,900,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,19.98,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4519,On Hand,MNBU4279453,900,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,19.98,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4518,On Hand,MNBU0647393,900,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,19.98,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4516,On Hand,MNBU3072287,900,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECPRI,Walk Global/Escobar,19.88,15.75,9.06,24.02,"35,991.00","1,908.00",39.99,2.12
4508,On Hand,MWCU5235488,960,Yes,NaN,12/14/2024,12/29/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,NaN,001ECMAR,Tipo CHEP,19.61,0.0,0.0,0.0,"38,390.40",0.00,39.99,0.0
4507,On Hand,MNBU3629161,900,Yes,NaN,12/14/2024,01/06/2025,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECMAR,Walk Global/Escobar,19.82,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
3920,Ordered,NaN,900,No,NaN,NaN,NaN,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007MXCOL,Chep,24.54,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
3944,Ordered,NaN,900,No,NaN,NaN,NaN,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007MXCOL,Chep,24.54,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
3942,Ordered,NaN,900,No,NaN,NaN,NaN,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007MXCOL,Chep,24.54,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
3677,On Hand,MNBU3113299,960,Yes,08-27-2024,08/30/2024,09/09/2024,Banano Cavendish Convencional Fairtrade con etiqueta,Convencional banana,Conventional,004NICOQ,Standard Americano,13.97,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
3618,On Hand,ZMOU8896429,672,Yes,08-06-2024,08/11/2024,08/21/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,NaN,001ECMAR,Tipo CHEP,19.25,0.0,0.0,0.0,"26,873.28",0.00,39.99,0.0
3618,On Hand,ZMOU8896429,288,Yes,08-06-2024,08/11/2024,08/21/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,NaN,001ECMAR,Tipo CHEP,19.25,0.0,0.0,0.0,"11,517.12",0.00,39.99,0.0
3473,In Transit,MNBU4014367,960,Yes,06-25-2024,06/29/2024,07/08/2024,Banano Cavendish Convencional Fairtrade con etiqueta,Convencional banana,Conventional,004NICOQ,Standard Americano,13.94,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
4386,Ordered,NaN,900,No,NaN,NaN,NaN,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECMAR,Walk Global/Escobar,19.32,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
4291,Ordered,NaN,900,No,NaN,NaN,NaN,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007MXCOL,Chep,24.18,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
6001,On Hand,NaN,1,Yes,NaN,03/26/2024,04/05/2024,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001COCIA,NaN,19.18,15.75,9.06,24.02,39.99,2.12,39.99,2.12
4012,On Hand,CGMU9320420,900,Yes,09-27-2023,09/29/2023,10/10/2023,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECSUR,NaN,19.99,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
2968,On Hand,MNBU0083436,384,Yes,07-14-2023,07/17/2023,07/31/2023,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001ECELG,Chep,18.8,15.75,9.06,24.02,"15,356.87",813.65,39.99,2.12
2932,On Hand,CAIU5470591,900,Yes,07-04-2023,07/08/2023,07/19/2023,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECMAR,Walk Global/Escobar,18.82,15.75,9.06,24.02,0.00,"1,908.00",0.0,2.12
2896,On Hand,TEMU9493639,900,Yes,06-14-2023,06/18/2023,07/03/2023,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,Costco,007ECELG,Walk Global/Escobar,19.44,15.75,9.06,24.02,"35,992.67","1,906.99",39.99,2.12
2747,In Transit,MNBU0219728,900,Yes,04-06-2023,04/10/2023,04/24/2023,Banano Cavendish Organico Fairtrade 3lb con Banda Costco,Organic banana,NaN,007ECSUR,Chep,19.44,15.9,8.9,23.9,0.00,"1,764.00",0.0,1.96
2664,Ordered,NaN,960,No,02-10-2023,NaN,NaN,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001MXCOL,Standard Americano,20.88,15.75,9.06,24.02,"38,392.18","2,034.12",39.99,2.12
2605,On Hand,SEKU9170188,96,No,01-18-2023,01/22/2023,02/05/2023,Banano Cavendish Organico Fairtrade con banda,Organic banana,Organic,001ECELG,Chep,19.26,15.75,9.06,24.02,"3,839.22",203.41,39.99,2.12
2296,On Hand,NaN,950,Yes,08-05-2022,08/16/2022,08/16/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001MXCOL,Chep,20.24,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2244,On Hand,NaN,960,Yes,06-23-2022,06/27/2022,07/02/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001MXCOL,americano,21.2,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2211,On Hand,MMAU1121228,960,Yes,06-04-2022,06/06/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic& Fairtrade),NaN,Organic,001COCIA,americano,17.7,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2212,On Hand,MWCU5325196,960,Yes,05-30-2022,06/04/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001PEAPP,Chep,17.19,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2210,On Hand,MMAU1137380,900,Yes,06-02-2022,06/06/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade COSTCO (Organic & Fairtrade),NaN,Costco,007ECELG,Chep,17.46,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2209,On Hand,MNBU0096114,960,Yes,06-02-2022,06/06/2022,06/20/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004ECELG,americano,13.69,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2208,On Hand,MNBU0275845,384,No,06-01-2022,06/06/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,Americano,17.14,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2208,On Hand,MNBU0275845,192,No,06-01-2022,06/06/2022,06/20/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004ECELG,Americano,13.69,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2208,On Hand,MNBU0275845,384,No,06-01-2022,06/06/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,Americano,17.14,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2207,On Hand,MNBU3181415,942,Yes,06-02-2022,06/06/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,Chep,17.14,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2206,On Hand,MNBU3665913,900,Yes,05-30-2022,06/04/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade,NaN,NaN,007PEAPP,Chep,17.32,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2204,On Hand,MMAU1211960,900,Yes,05-30-2022,06/04/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade,NaN,NaN,007PEAPP,Chep,17.32,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2203,On Hand,MMAU1241310,960,Yes,05-30-2022,06/04/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001PEAPP,Chep,17.19,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2205,On Hand,MWMU6447795,960,Yes,06-02-2022,06/06/2022,06/20/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,Chep,17.14,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2199,On Hand,NaN,480,Yes,06-15-2022,06/20/2022,06/24/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004MXCOL,americano,17.59,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2199,On Hand,NaN,480,Yes,06-15-2022,06/20/2022,06/24/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001MXCOL,americano,21.14,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2159,On Hand,MNBU4200401,960,Yes,NaN,05/18/2022,05/31/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004NICOQ,americano,12.72,0.0,0.0,0.0,"38,400.00",0.00,40.0,0.0
2157,On Hand,SZLU9508844,480,Yes,NaN,05/15/2022,05/28/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,americano,17.16,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2157,On Hand,SZLU9508844,480,Yes,NaN,05/15/2022,05/28/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004ECELG,americano,13.71,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2131,On Hand,SUDU6173050,192,No,NaN,04/25/2022,05/09/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004ECELG,americano,13.46,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2131,On Hand,SUDU6173050,384,No,NaN,04/25/2022,05/09/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,americano,16.86,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2106,On Hand,MMAU1119679,384,No,NaN,04/11/2022,04/27/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,americano,16.66,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2106,On Hand,MMAU1119679,96,No,NaN,04/11/2022,04/27/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004ECELG,americano,13.31,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2106,On Hand,MMAU1119679,480,No,NaN,04/11/2022,04/27/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001ECELG,americano,16.66,0.0,0.0,0.0,0.00,0.00,0.0,0.0
2081,On Hand,MNBU4212320,960,Yes,NaN,03/22/2022,04/11/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001PEAPP,americano,17.12,0.0,0.0,0.0,0.00,0.00,0.0,0.0
1953,On Hand,NaN,144,No,NaN,01/28/2022,01/31/2022,Banane Cavendish Equitable Certifiée par Fairtrade (Conventional & Fairtrade),NaN,Conventional,004MXCOL,americano,17.49,0.0,0.0,0.0,0.00,0.00,0.0,0.0
1953,On Hand,NaN,480,No,NaN,01/28/2022,01/31/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001MXCOL,americano,21.02,0.0,0.0,0.0,0.00,0.00,0.0,0.0
1953,On Hand,NaN,336,No,NaN,01/28/2022,01/31/2022,Banane Cavendish Bio & Equitable Certifiée par Ecocert Canada et Fairtrade (Organic & Fairtrade),NaN,Organic,001MXCOL,americano,21.02,0.0,0.0,0.0,0.00,0.00,0.0,0.0
